timestamp,sensor_id,cultura,temperatura,umidade,ph,luminosity,N,P,K,chuva_mm,produtividade_kg_ha
2026-01-02 13:04:00,S005,rice,21.0525355,82.67839517,6.254028451,37462.3,83,41,43,233.1075816,3491.5
2026-01-02 16:00:00,S005,rice,23.48381344,81.33265073,7.375482851,46869.0,98,47,37,224.0581164,3462.93
2026-01-02 18:50:00,S007,rice,25.0756354,80.52389148,7.778915154,49975.1,66,53,41,257.0038865,3104.71
2026-01-02 20:01:00,S009,rice,26.35927159,84.04403589,6.2865001760000006,53364.8,97,59,43,271.35861370000003,3706.29
2026-01-02 22:20:00,S010,rice,24.52922681,80.54498576,7.070959995,38445.2,97,50,41,260.2634026,3574.96
2026-01-03 04:14:00,S003,rice,20.77576147,84.49774397,6.244841491,61811.3,60,49,44,240.0810647,3318.93
2026-01-03 05:08:00,S010,rice,22.30157427,80.64416466,6.043304899,41840.9,84,51,35,197.9791215,4062.34
2026-01-03 05:52:00,S007,rice,21.44653958,84.94375962,5.824709117,15181.6,73,57,41,272.2017204,3399.15
2026-01-03 12:04:00,S001,rice,22.17931888,80.33127223,6.3573893660000005,26785.3,92,35,40,200.0882787,4016.47
2026-01-03 12:12:00,S010,rice,24.52783742,82.73685569,6.364134967999999,22037.7,85,37,39,224.67572310000003,3542.87
2026-01-03 14:57:00,S002,rice,20.26707606,81.63895217,5.01450727,35675.4,98,53,38,270.4417274,3329.09
2026-01-03 15:25:00,S006,rice,25.7354293,83.88266234,6.149410611,43575.3,88,54,44,233.1321372,3720.74
2026-01-03 20:02:00,S008,rice,26.79533926,82.1480873,5.950660556,41270.7,95,55,42,193.3473987,3589.63
2026-01-03 23:37:00,S003,rice,26.75754171,81.17734011,5.960370061,70956.8,99,57,35,272.29990560000005,3901.96
2026-01-04 04:19:00,S003,rice,23.86330467,83.15250801,5.561398642,48348.6,95,39,36,285.2493645,3366.58
2026-01-04 05:03:00,S005,rice,21.01944696,82.95221726,7.416245107000001,45497.2,60,43,44,298.40184710000005,3311.74
2026-01-04 05:35:00,S009,rice,24.17298839,83.7287574,5.583370042,31129.8,63,44,41,257.0343554,3186.44
2026-01-04 06:27:00,S003,rice,22.78133816,82.06719137,6.430010215,27877.6,62,42,36,248.7183228,3390.59
2026-01-04 10:13:00,S007,rice,25.62980105,83.52842314,5.534878156,45293.8,64,45,43,209.9001977,3335.14
2026-01-04 12:20:00,S005,rice,25.59704938,80.14509262,6.903985986,46870.9,83,60,36,200.834898,4096.73
2026-01-04 13:23:00,S002,rice,23.83067496,84.81360127,6.271478837999999,19427.9,82,40,40,298.5601175,3503.85
2026-01-04 16:49:00,S008,rice,26.31355498,82.36698992,7.224285503,43885.0,85,52,45,265.5355937,3618.61
2026-01-04 18:18:00,S009,rice,24.8972823,80.52586088,6.13428721,43739.1,91,35,38,183.6793207,4109.04
2026-01-04 19:21:00,S006,rice,24.958779,84.47963372,5.206373153,41096.1,76,49,42,196.95600080000003,3742.89
2026-01-04 21:21:00,S002,rice,23.24113501,84.59201843,7.782051312999999,30911.3,74,39,38,233.0453455,3402.79
2026-01-04 22:46:00,S002,rice,21.66628296,80.70960551,7.062779015,31441.6,79,43,39,210.8142087,3359.75
2026-01-04 23:31:00,S005,rice,24.63544858,80.41363018,7.730367824,40989.7,88,55,45,253.7202781,3378.12
2026-01-05 02:06:00,S006,rice,23.43121862,83.06310136,5.286203711000001,42094.2,60,36,43,219.9048349,3127.74
2026-01-05 02:30:00,S006,rice,20.0454142,80.3477562,6.766240045,42337.0,76,60,39,208.5810155,3847.15
2026-01-05 03:57:00,S003,rice,23.85724032,82.22572988,7.382762603,54720.4,93,56,42,195.0948311,3866.34
2026-01-05 04:20:00,S006,rice,21.97199397,81.89918197,5.658169482000001,34918.8,65,60,43,227.3637009,3278.26
2026-01-05 06:19:00,S003,rice,26.22916897,83.83625819,5.543360237999999,40427.2,95,52,36,286.5083725,3417.57
2026-01-05 07:32:00,S007,rice,23.44676801,84.79352417,6.215109715,46283.7,75,38,39,283.9338466,3141.06
2026-01-05 11:14:00,S008,rice,25.65553461,83.47021081,7.120272972,52227.3,74,54,38,217.3788583,3616.29
2026-01-05 11:23:00,S007,rice,24.44345477,82.45432595,5.950647577000001,37565.6,91,36,45,267.97619480000003,3240.4
2026-01-05 12:02:00,S001,rice,20.2801937,82.1235421,7.236705436,44975.1,71,46,40,191.9535738,3681.49
2026-01-05 12:26:00,S010,rice,21.7238313,80.2389895,6.501697816,49771.7,99,55,35,277.9626192,3721.75
2026-01-06 05:16:00,S001,rice,20.41447029,82.20802629,7.592490617,51225.6,72,40,38,245.1511304,3549.22
2026-01-06 06:21:00,S010,rice,25.75528612,83.51827127,5.875345751,66411.6,83,58,45,245.6626799,3797.73
2026-01-06 07:54:00,S001,rice,20.61521424,83.77345559,6.932400225,25679.6,93,58,38,279.5451717,3467.95
2026-01-06 08:53:00,S006,rice,21.84106875,80.72886384,6.9462098810000015,38388.6,70,36,42,202.3838319,3744.94
2026-01-06 09:50:00,S002,rice,20.08369642,83.29114712,5.739175027000001,35281.8,76,47,42,263.6372176,3113.46
2026-01-06 10:17:00,S001,rice,24.45802087,82.74835604,6.738652179,41624.7,99,41,36,182.5616319,3736.68
2026-01-06 13:07:00,S007,rice,21.14347496,80.33502926,5.5948196260000005,29209.9,99,54,37,198.6730942,3824.93
2026-01-06 15:08:00,S008,rice,25.78720567,82.11124033,6.946636369,27300.9,86,59,35,243.5120414,3267.26
2026-01-06 17:51:00,S002,rice,23.64124821,80.28597873,5.012139669,42484.3,69,46,41,263.1103304,3208.92
2026-01-06 19:52:00,S010,rice,23.43191632,80.56887849,6.363472207999999,31785.6,91,56,37,269.5039162,3478.51
2026-01-07 05:52:00,S004,rice,24.97669518,83.891805,6.880431223,44741.1,61,52,41,204.8001847,3664.49
2026-01-07 07:50:00,S004,rice,22.72791041,82.17068809999998,7.300410836,30245.3,67,45,38,260.8875056,3160.6
2026-01-07 07:56:00,S003,rice,24.87300744,82.84022551,6.587918707999999,30331.9,79,42,37,295.6094492000001,3537.4
2026-01-07 10:50:00,S005,rice,21.32376327,83.00320459,7.283736617000001,40128.2,78,43,42,192.3197536,3639.53
2026-01-07 11:46:00,S002,rice,26.29465461,84.56919326,7.023936392,47826.7,75,54,36,257.4914906,3732.9
2026-01-07 12:13:00,S005,rice,22.2286982,81.85872947,6.939083505,45851.6,97,36,45,278.0791793,3547.24
2026-01-07 13:52:00,S003,rice,26.73072391,81.78596776,7.868474653,73009.1,67,47,44,280.4044392,3088.3
2026-01-07 15:42:00,S001,rice,24.88921174,81.97927117,5.005306977,46883.6,73,35,38,185.9461429,3390.74
2026-01-07 16:58:00,S004,rice,26.88444878,81.46033732,6.136131869,52868.8,77,36,37,194.5766559,3431.96
2026-01-07 17:37:00,S007,rice,22.67846116,83.72874389,7.5240800760000015,26756.6,81,41,38,200.9133156,3609.5
2026-01-08 05:27:00,S008,rice,26.08867875,80.37979919,5.706943251,30212.3,68,57,43,182.9043504,3900.16
2026-01-08 05:53:00,S004,rice,25.42977518,82.94682591,5.758506323,63496.1,72,45,35,195.3574542,4063.94
2026-01-08 08:53:00,S004,rice,26.40323239,81.05635517,6.349606327,35123.9,61,53,43,223.3671883,3514.49
2026-01-08 09:27:00,S008,rice,26.04371967,84.96907151,5.9999690260000005,33049.2,67,43,39,186.7536773,3614.84
2026-01-08 10:06:00,S007,rice,25.2827223,80.54372813,5.453592032,43775.6,67,58,39,220.1156708,3422.11
2026-01-08 11:46:00,S009,rice,22.08576562,83.47038318,6.372576327000001,37567.8,66,60,38,231.7364957,3627.88
2026-01-08 11:59:00,S010,rice,23.28617173,81.43321641,5.105588355,29920.7,82,43,38,242.3170629,3381.32
2026-01-08 14:57:00,S009,rice,25.48591986,81.40633547,5.9353444060000005,40940.7,84,50,44,182.6549356,3892.32
2026-01-08 18:27:00,S010,rice,23.67575393,81.03569343,5.17782304,56185.1,81,53,42,233.7034975,3639.06
2026-01-08 18:42:00,S005,rice,20.82477109,84.1341879,6.462391607000001,26771.4,91,50,40,230.22422230000004,3547.36
2026-01-08 19:48:00,S004,rice,26.92995077,81.91411159,7.069172227,30403.3,93,53,38,290.67937830000005,3734.19
2026-01-08 21:13:00,S004,rice,23.83509503,83.88387074,7.473134377,53022.5,90,44,38,241.20135130000003,3569.76
2026-01-08 22:49:00,S003,rice,26.52872817,80.12267476,6.158376967000001,52332.8,81,45,35,218.9163567,3657.35
2026-01-09 00:53:00,S008,rice,26.46428311,83.85642678,7.549873681,38866.3,78,40,38,248.2256491,3283.9
2026-01-09 01:28:00,S008,rice,22.69657794,82.81088865,6.028321557999999,20733.0,60,51,36,256.9964761,3804.82
2026-01-09 02:00:00,S009,rice,22.68319059,83.46358271,6.604993475,30760.1,88,46,42,194.2651719,3689.26
2026-01-09 03:08:00,S002,rice,21.53346343,82.14004101,6.500343222000001,37027.1,93,47,37,295.9248796,3588.65
2026-01-09 10:01:00,S005,rice,21.40865769,83.32931909999998,5.935745417000001,51453.2,60,55,45,287.5766935000001,3241.53
2026-01-09 12:39:00,S003,rice,26.54348085,84.67353597,7.072655622,34012.1,78,35,44,183.6222657,4046.94
2026-01-09 13:15:00,S009,rice,23.35905428,83.59512273,5.333322606,39864.1,65,37,40,188.413665,3611.9
2026-01-09 17:49:00,S003,maize,22.61359953,63.69070564,5.7499144210000015,47675.5,71,54,16,87.75953857,3984.54
2026-01-09 18:22:00,S002,maize,26.10018422,71.57476937,6.931756557999999,17100.1,61,44,17,102.2662445,4230.88
2026-01-09 19:31:00,S006,maize,23.55882094,71.59351368,6.657964753,53633.4,80,43,16,66.71995467,4207.42
2026-01-09 20:46:00,S009,maize,19.97215954,57.68272924,6.596060648,20761.9,73,58,21,60.65171481,3952.29
2026-01-10 00:27:00,S010,maize,18.47891261,62.69503871,5.970458434,36322.0,61,38,20,65.43835393,3916.78
2026-01-10 00:37:00,S001,maize,21.77689322,57.80840636,6.158830619,41069.8,68,41,16,102.0861694,4136.87
2026-01-10 02:14:00,S004,maize,25.6217169,66.50415474,6.047906679,57853.0,93,41,17,105.4654703,4397.83
2026-01-10 04:08:00,S002,maize,25.19192419,66.69029010000001,5.913664501,50697.0,89,60,19,78.06639649,4358.52
2026-01-10 05:23:00,S004,maize,20.41683147,62.55424820000001,5.855442401,7202.0,76,44,17,65.27798457,4038.16
2026-01-10 07:09:00,S006,maize,24.92162194,66.78627406,5.750254943,34195.5,67,60,25,109.2162279,4350.32
2026-01-10 08:15:00,S003,maize,23.31689124,73.4541537,5.852607099,42463.0,70,44,19,94.29712821,4148.07
2026-01-10 08:28:00,S001,maize,24.84016732,68.3584573,6.4725232870000005,41130.5,90,49,21,74.05474936,4222.75
2026-01-10 13:04:00,S006,maize,22.27526694,58.84015925,6.9670577620000005,44713.0,62,52,16,63.87020584,4292.21
2026-01-10 14:36:00,S001,maize,18.87751445,65.76816093,6.082973754,42508.0,92,44,16,94.76189431,3964.38
2026-01-10 17:41:00,S003,maize,25.19008683,60.200168700000006,5.919045532,51384.1,66,54,21,72.12375573,4188.02
2026-01-10 19:26:00,S001,maize,18.25405352,55.28220433,6.204747652999999,29373.3,63,58,22,63.72358154,3830.96
2026-01-10 21:49:00,S001,maize,24.612911800000006,70.4162444,6.600827017,20916.6,70,47,17,104.1626147,4637.24
2026-01-10 23:18:00,S005,maize,25.1420613,65.26185135,6.021902237000001,38532.8,61,41,17,76.68456006,3827.69
2026-01-11 00:03:00,S009,maize,23.09348056,60.11593810000001,6.033550195,45410.0,66,53,19,65.49730729,3903.03
2026-01-11 01:41:00,S008,maize,18.05033737,62.89366992,6.28886807,18502.7,74,55,19,84.23613484,3894.45
2026-01-11 06:26:00,S001,maize,24.9321581,73.80435276,6.550563822999999,51206.6,77,57,21,79.74078719,4413.98
2026-01-11 06:39:00,S001,maize,18.14710054,71.09445342,5.573286437,42658.1,99,50,15,88.07753741,3820.71
2026-01-11 07:14:00,S004,maize,18.28362235,66.65952796,6.829199275,33518.7,74,56,22,80.97573281,4026.39
2026-01-11 11:01:00,S007,maize,18.83344471,58.75082029,5.716222912,0.0,83,45,21,79.75328959999999,3547.75
2026-01-11 11:52:00,S008,maize,25.71895816,67.22190688,5.54990242,29671.1,100,48,16,74.51490791,4274.25
2026-01-11 20:11:00,S009,maize,25.33797709,68.49835977,6.586244581,66975.7,79,51,16,96.46380213,4229.26
2026-01-11 20:27:00,S004,maize,23.89114571,57.48775781,5.893093135,35251.1,94,39,18,102.8301942,3929.24
2026-01-11 21:28:00,S002,maize,21.53574127,71.50905983,5.918263801,13877.8,75,49,15,102.4852929,4407.7
2026-01-11 21:54:00,S001,maize,23.08974909,63.10459626,5.588650585,55230.0,78,48,22,70.43473609,3799.32
2026-01-12 00:05:00,S002,maize,25.61707368,63.4711755,6.576418207000001,44990.1,87,54,20,108.8303762,4637.6
2026-01-12 01:34:00,S001,maize,21.44526922,63.1621551,6.178056304,50788.5,87,35,25,65.88951188,3981.52
2026-01-12 04:06:00,S009,maize,18.51816776,55.53128131,6.641906353,35730.3,63,43,19,90.988051,4219.42
2026-01-12 11:41:00,S003,maize,22.53510514,67.99257471,6.489040367,44939.1,84,57,25,64.40866039,4493.58
2026-01-12 13:02:00,S009,maize,23.02038334,61.89472002,5.680361037999999,44641.8,64,35,23,63.03843397,3662.75
2026-01-12 16:36:00,S006,maize,24.89364635,65.61418761,6.625404347999999,51933.7,60,46,22,87.9298085,3971.98
2026-01-12 19:05:00,S006,maize,25.77175115,74.089114,6.524478032,72429.7,98,44,21,107.4931917,4621.92
2026-01-12 23:27:00,S005,maize,19.39851734,62.35750641,5.696205468,45599.5,75,56,18,60.95197486,3884.27
2026-01-12 23:32:00,S009,maize,21.54156232,59.64024162,6.803931519,18733.7,86,55,21,109.7515385,4330.13
2026-01-13 02:09:00,S001,maize,23.79746068,74.82913698,6.252797547999999,47005.5,98,35,18,91.76337172,4610.72
2026-01-13 04:13:00,S001,maize,18.9802729,74.52600826,6.092725883,46913.2,76,57,18,94.26249353,4023.57
2026-01-13 04:23:00,S005,maize,24.10859207,73.13112261,6.234330356,56622.4,99,56,17,71.07562236,4437.37
2026-01-13 05:24:00,S004,maize,24.7947077,70.04556743,5.722579819,38271.5,60,44,23,76.72860067,4205.52
2026-01-13 15:16:00,S006,maize,21.63162756,60.27766379,6.430616465,51834.7,74,48,17,69.21803098,4252.46
2026-01-13 21:58:00,S008,maize,25.37548751,57.21025565,5.983952675,55540.0,89,60,17,101.7004306,4342.67
2026-01-13 22:16:00,S006,maize,22.21738222,72.85462807,6.80163854,69750.6,69,51,23,106.6213157,4220.19
2026-01-13 23:17:00,S003,maize,20.58314011,69.00128641,6.499936446,27020.5,96,46,22,66.29390357,3897.35
2026-01-14 01:03:00,S004,maize,24.87502824,68.74248334,6.265564338,37442.5,61,60,15,91.26056654,4012.2
2026-01-14 02:43:00,S008,maize,20.03728219,56.35606753,6.727303282,31391.8,74,58,18,109.024141,4264.12
2026-01-14 07:48:00,S003,maize,25.95263264,61.89082199,6.325235159,39534.4,74,43,23,99.57981207,4231.84
2026-01-14 08:26:00,S006,maize,19.28889933,65.47050802,6.807487794,23075.3,63,43,17,71.3195307,3926.87
2026-01-14 09:02:00,S006,maize,20.57981887,65.34583901,6.671085817000001,2862.6,99,36,20,78.34604471,4462.57
2026-01-14 17:48:00,S008,maize,24.71417533,56.73426469,6.648725327,38033.4,77,36,23,88.45361858,3909.41
2026-01-14 18:57:00,S008,maize,20.27317074,63.91281869,6.439071996,39910.3,87,60,23,62.50351892,4212.45
2026-01-14 23:25:00,S005,maize,18.41932981,64.23580251,6.474476516,26315.2,60,38,17,76.41312437,3889.3
2026-01-15 01:25:00,S004,maize,23.39128187,61.74427165,5.871647806,64159.3,94,54,17,107.3198135,4233.11
2026-01-15 06:07:00,S004,maize,19.84939404,61.24500053,5.730617109,34896.9,95,38,22,100.7689246,4455.14
2026-01-15 06:22:00,S005,maize,21.869274,61.91044947,5.850439831,53763.6,84,44,21,107.2681929,4421.9
2026-01-15 07:12:00,S003,maize,22.8056033,56.50768935,5.791649933,43046.9,77,58,19,101.5952794,4274.3
2026-01-15 09:48:00,S007,maize,19.0781471,69.02298571,6.740000687999999,43303.6,66,44,20,80.72515943,4371.42
2026-01-15 13:21:00,S003,maize,22.02720976,65.35549924,6.272417541,41898.5,63,35,16,83.73280082,3695.09
2026-01-15 17:25:00,S007,maize,23.80546189,59.24537979,5.715208817000001,58085.0,79,45,20,89.96220140000001,4129.02
2026-01-15 20:03:00,S008,maize,18.52510753,69.0276233,5.773454729,33090.2,72,60,25,88.10234397,4200.78
2026-01-15 21:23:00,S010,maize,23.50297882,61.32026065,5.584171461,47083.7,67,51,24,64.77791424,3804.5
2026-01-16 03:22:00,S002,maize,26.54986394,72.89187265,5.787268394,50858.3,86,36,24,73.33636055,4203.98
2026-01-16 04:33:00,S008,maize,19.29563411,69.63481219,5.77597783,30307.9,76,48,18,83.21030571,3809.05
2026-01-16 04:47:00,S001,maize,20.68899915,59.4375337,6.864793607,41065.5,75,53,18,103.651438,4342.96
2026-01-16 05:00:00,S004,maize,19.32666088,68.03449300000001,6.192360002999999,60634.3,81,45,23,84.22969177,4388.05
2026-01-16 06:23:00,S002,maize,24.60532218,73.58868502,6.636803222999999,39814.6,73,45,21,96.59195302,4334.42
2026-01-16 06:25:00,S002,maize,22.27373646,59.52193158,5.826426917,44012.6,71,35,24,67.96704792,3575.35
2026-01-16 11:17:00,S002,maize,25.70196694,61.33450447,6.960358276,60071.8,96,54,22,83.20711308,4199.37
2026-01-16 11:37:00,S001,maize,19.20129357,68.30578978,6.11275104,47285.3,99,39,18,87.85092352,4336.22
2026-01-16 12:38:00,S009,maize,21.70181447,60.47470519,6.708446922,38118.8,62,48,20,95.71388473,4121.63
2026-01-16 18:38:00,S001,maize,20.51716779,59.21235483,5.561510732,7304.4,86,37,16,67.61013737,3356.08
2026-01-16 18:54:00,S004,maize,23.30355338,73.62548442,5.873242491,46981.7,94,50,19,97.59081274,4648.91
2026-01-16 23:29:00,S007,maize,24.2547451,55.64709899,6.995843776,15812.1,76,39,24,64.23845455,4043.72
2026-01-16 23:52:00,S010,maize,24.86374934,65.7420046,5.714799723,61150.8,77,52,17,75.82270467,3971.15
2026-01-17 01:33:00,S009,maize,22.6265115,65.77472881,6.78073637,41630.1,74,39,23,88.17251033,4396.22
2026-01-17 02:16:00,S002,maize,18.04185513,60.61494304,5.513697923,43569.3,81,49,20,104.2321615,3849.54
2026-01-17 04:01:00,S010,maize,23.26237612,72.33125523,5.798423907999999,29883.8,63,42,21,67.10225139,3829.61
2026-01-17 04:06:00,S007,maize,22.88330922,71.59722446,6.352471866,21415.7,99,38,21,67.72777298,4368.39
2026-01-17 05:00:00,S002,maize,25.97482359,69.36385721,6.822586546,48585.0,90,52,25,103.2234212,4894.05
2026-01-17 05:15:00,S005,maize,26.14384005,66.20569924,6.655426355,45348.5,68,40,19,107.2361366,4538.94
2026-01-17 06:42:00,S010,maize,18.66116213,61.55327249,6.1212940410000005,26758.5,60,57,24,75.03247667,4073.04
2026-01-17 07:14:00,S004,maize,25.10787449,55.97732754,5.790770202999999,44954.7,71,52,18,78.16077693,4148.73
2026-01-17 07:48:00,S002,maize,23.33844615,59.24580604,6.47444292,74051.5,61,59,17,105.0083144,4392.21
2026-01-17 08:48:00,S009,maize,25.08239719,65.92195844,6.455116637000001,53908.5,88,38,15,62.49190812,3894.58
2026-01-17 09:33:00,S010,maize,25.36768364,72.52054555,6.6069840860000015,56987.4,65,60,22,107.9124111,4507.46
2026-01-17 12:14:00,S010,maize,25.00933355,67.816568,6.5286312660000005,61519.9,78,58,15,62.91359494,4306.5
2026-01-17 12:14:00,S010,maize,25.34217103,63.31801994,6.330554389,54476.0,78,37,22,74.52082026,4010.88
2026-01-17 14:01:00,S009,maize,18.66746724,71.516474,5.721667141,30387.2,92,60,23,69.93293255,4119.64
2026-01-17 19:08:00,S005,maize,20.37999665,63.73849998,6.644205485,11007.9,79,59,17,108.5054416,4427.41
2026-01-17 19:31:00,S002,maize,18.09300227,72.61024172,6.376651091,29399.7,91,55,15,78.96159541,4219.99
2026-01-17 22:23:00,S007,maize,26.16985907,71.96246617,6.247040422,55538.1,76,51,18,79.84925393,3600.08
2026-01-17 22:50:00,S003,maize,18.65396672,61.37879671,6.656730007999999,21006.8,87,48,25,93.62039175,4272.02
2026-01-18 00:05:00,S005,maize,26.07470121,59.37147589,6.2048017,43514.3,71,60,22,85.75692395,4421.45
2026-01-18 01:04:00,S007,maize,18.92851916,72.80086137,6.158860284,24823.7,90,57,24,82.34162918,4394.98
2026-01-18 02:36:00,S010,maize,23.30546753,63.24648023,6.385684213999999,58808.9,67,35,22,108.7603001,4136.77
2026-01-18 02:48:00,S003,maize,18.74826712,62.49878458,6.417820493,41803.0,60,54,19,70.23401597,4284.23
2026-01-18 03:26:00,S003,maize,19.74213321,59.66263104,6.381201909,42367.2,83,58,23,65.50861389,4243.27
2026-01-18 05:19:00,S008,maize,25.73044432,70.74739256,6.877869005,52487.5,83,57,19,98.73771338,4512.1
2026-01-18 08:24:00,S001,chickpea,17.02498456,16.98861173,7.485996067,29346.7,40,72,77,88.55123143,4281.49
2026-01-18 10:56:00,S006,chickpea,19.02061277,17.13159126,6.920251378,35656.7,23,72,84,79.92698081,4307.22
2026-01-18 12:01:00,S008,chickpea,17.88776475,15.40589717,5.9969320370000005,17081.4,39,58,85,68.54932919,3918.72
2026-01-18 19:21:00,S006,chickpea,18.86805647,15.65809214,6.391173589,6781.8,22,72,85,88.51048983,3769.15
2026-01-18 20:10:00,S004,chickpea,18.36952567,19.56381041,7.152811172000001,33947.6,36,67,77,79.26357665,4062.66
2026-01-18 23:24:00,S009,chickpea,20.45078582,15.40312102,5.988992796000002,39676.8,32,73,81,92.68373702,4541.17
2026-01-18 23:54:00,S004,chickpea,20.6543203,16.60820843,6.231049027999999,50656.2,58,70,84,74.6631118,4460.7
2026-01-19 01:42:00,S008,chickpea,17.3348681,18.74926979,7.550808267000001,49192.0,59,70,84,82.61734721,4378.36
2026-01-19 07:13:00,S005,chickpea,18.17912258,18.90426935,7.010570541,50653.4,42,62,75,81.84997529,4220.28
2026-01-19 08:10:00,S001,chickpea,18.01272266,18.30968112,8.753795334,19546.0,28,74,81,81.98568791,3908.04
2026-01-19 08:12:00,S006,chickpea,20.99373558,19.33470387,8.718192847000001,32511.9,58,66,79,93.55280105,3949.39
2026-01-19 12:58:00,S001,chickpea,19.46233971,15.22538951,7.976607593,39823.1,43,66,79,74.58565097,4027.67
2026-01-19 13:02:00,S010,chickpea,19.81344531,14.69765308,6.515499548999999,65056.4,58,63,81,78.96514709,4572.05
2026-01-19 14:42:00,S007,chickpea,18.97424756,19.5161216,8.490127142,50966.1,23,62,85,80.7108745,3978.29
2026-01-19 19:56:00,S004,chickpea,18.19737048,14.71070537,6.576415562,45278.2,27,62,77,70.18185181,3723.77
2026-01-19 21:30:00,S005,chickpea,18.72963144,19.18197264,6.481783042999999,28123.4,28,72,84,71.58010169,4166.25
2026-01-19 22:34:00,S007,chickpea,20.99502153,19.8601304,7.966605025,26142.9,50,56,76,73.50734019,4162.65
2026-01-19 22:39:00,S003,chickpea,20.28155898,16.39535215,8.140825437,44959.6,39,71,84,82.52339655,4316.11
2026-01-19 22:48:00,S003,chickpea,17.48042641,15.7559405,7.228963452,17382.8,25,78,76,66.96980581,4040.99
2026-01-20 01:28:00,S005,chickpea,20.88818675,14.32313811,6.492546046,33693.1,31,70,77,90.46228334,4317.66
2026-01-20 02:32:00,S003,chickpea,17.08498521,16.14565756,7.528599957000001,28521.4,26,80,83,71.31007253,4115.55
2026-01-20 03:43:00,S008,chickpea,20.09340593,15.11279612,7.701446446,54278.4,25,68,77,85.74904898,4170.12
2026-01-20 04:48:00,S002,chickpea,17.57212145,14.99927489,8.519975748,26494.8,31,78,76,89.31050665,3656.24
2026-01-20 05:07:00,S009,chickpea,19.12065218,18.43475844,6.620900869,4190.1,60,68,83,85.52950164,4617.81
2026-01-20 07:19:00,S004,chickpea,18.57665902,19.22008229,8.104396057999999,38562.5,59,62,83,72.94940441,4201.44
2026-01-20 09:26:00,S006,chickpea,17.16606398,14.42457525,6.204090835,21652.3,22,67,78,72.32667516,4394.15
2026-01-20 13:02:00,S002,chickpea,18.2872007,16.67921616,6.051091339,32514.2,36,65,80,74.87445574,4326.92
2026-01-20 15:30:00,S004,chickpea,19.03025305,18.66725565,7.690962337999999,32262.5,59,60,84,94.70992037,4243.53
2026-01-20 16:05:00,S008,chickpea,17.141861399999996,17.0662427,7.8292111439999985,26713.8,54,77,85,83.74606679,4094.92
2026-01-20 21:44:00,S003,chickpea,17.47809436,17.93253975,6.761599706,40070.8,43,68,81,78.92060234,4386.15
2026-01-20 21:55:00,S002,chickpea,20.56601874,14.25803981,6.654425315,17596.2,28,76,82,83.75937135,4366.93
